                        Found 4242 pair / timeframe combinations.                         
┏━━━━━━━━━━━━━━━┳━━━━━━━━━━━┳━━━━━━┳━━━━━━━━━━━━━━━━━━━━━┳━━━━━━━━━━━━━━━━━━━━━┳━━━━━━━━━┓
┃          Pair ┃ Timeframe ┃ Type ┃                From ┃                  To ┃ Candles ┃
│      ANT/USDC │        1w │ spot │ 2024-08-08 00:00:00 │ 2024-08-15 00:00:00 │       2 │
│      ANT/USDC │        1M │ spot │ 1970-01-01 00:00:00 │ 1970-01-01 00:00:00 │       0 │
│      ANZ/USDC │        1m │ spot │ 2025-07-21 08:22:00 │ 2025-12-25 09:08:00 │  223626 │
│      ANZ/USDC │        3m │ spot │ 2025-07-19 04:51:00 │ 2025-12-25 06:33:00 │   76355 │
│      ANZ/USDC │        5m │ spot │ 2025-07-19 04:50:00 │ 2025-12-25 04:00:00 │   45783 │
│      ANZ/USDC │       15m │ spot │ 2025-07-19 04:45:00 │ 2025-12-24 15:00:00 │   15210 │
│      ANZ/USDC │       30m │ spot │ 2025-07-19 04:30:00 │ 2025-12-23 19:30:00 │    7567 │
│      ANZ/USDC │        1h │ spot │ 2025-07-19 04:00:00 │ 2025-12-22 05:00:00 │    3746 │
│      ANZ/USDC │        2h │ spot │ 2025-07-19 04:00:00 │ 2025-12-19 00:00:00 │    1835 │
│      ANZ/USDC │        4h │ spot │ 2025-07-19 04:00:00 │ 2025-12-12 12:00:00 │     879 │
│      ANZ/USDC │        8h │ spot │ 2025-07-19 00:00:00 │ 2025-11-29 16:00:00 │     402 │
│      ANZ/USDC │       12h │ spot │ 2025-07-19 00:00:00 │ 2025-11-16 12:00:00 │     242 │
│      ANZ/USDC │        1d │ spot │ 2025-07-19 00:00:00 │ 2025-10-09 00:00:00 │      83 │
│      ANZ/USDC │        3d │ spot │ 1970-01-01 00:00:00 │ 1970-01-01 00:00:00 │       0 │
│      ANZ/USDC │        1w │ spot │ 1970-01-01 00:00:00 │ 1970-01-01 00:00:00 │       0 │
│      ANZ/USDC │        1M │ spot │ 1970-01-01 00:00:00 │ 1970-01-01 00:00:00 │       0 │
│      APU/USDC │        1m │ spot │ 2025-07-30 09:43:00 │ 2026-02-06 14:09:00 │  162853 │
│      APU/USDC │        3m │ spot │ 2025-07-30 09:42:00 │ 2026-02-06 11:33:00 │   67626 │
│      APU/USDC │        5m │ spot │ 2025-07-30 09:40:00 │ 2026-02-06 09:00:00 │   44544 │
│      APU/USDC │       15m │ spot │ 2025-07-30 09:30:00 │ 2026-02-05 20:00:00 │   18283 │
│      APU/USDC │       30m │ spot │ 2025-07-30 09:30:00 │ 2026-02-05 00:30:00 │    9103 │
│      APU/USDC │        1h │ spot │ 2025-07-30 09:00:00 │ 2026-02-03 10:00:00 │    4514 │
│      APU/USDC │        2h │ spot │ 2025-07-30 08:00:00 │ 2026-01-31 04:00:00 │    2219 │
│      APU/USDC │        4h │ spot │ 2025-07-30 08:00:00 │ 2026-01-24 16:00:00 │    1071 │
│      APU/USDC │        8h │ spot │ 2025-07-30 08:00:00 │ 2026-01-11 16:00:00 │     497 │
│      APU/USDC │       12h │ spot │ 2025-07-30 00:00:00 │ 2025-12-30 00:00:00 │     307 │
│      APU/USDC │        1d │ spot │ 2025-07-30 00:00:00 │ 2025-11-21 00:00:00 │     115 │
│      APU/USDC │        3d │ spot │ 2026-02-09 00:00:00 │ 2026-02-21 00:00:00 │       5 │
│      APU/USDC │        1w │ spot │ 2026-02-12 00:00:00 │ 2026-02-19 00:00:00 │       2 │
│      APU/USDC │        1M │ spot │ 1970-01-01 00:00:00 │ 1970-01-01 00:00:00 │       0 │
│      ARI/USDC │        1m │ spot │ 2025-07-19 11:09:00 │ 2026-02-06 17:59:00 │  147599 │
│      ARI/USDC │        3m │ spot │ 2025-07-12 12:30:00 │ 2026-02-06 15:24:00 │   79893 │
│      ARI/USDC │        5m │ spot │ 2025-07-05 13:50:00 │ 2026-02-06 12:50:00 │   59337 │
│      ARI/USDC │       15m │ spot │ 2025-04-04 00:00:00 │ 2026-02-06 00:00:00 │   29569 │
│      ARI/USDC │       30m │ spot │ 2025-04-04 00:00:00 │ 2026-02-05 04:30:00 │   14746 │
│      ARI/USDC │        1h │ spot │ 2025-04-04 00:00:00 │ 2026-02-03 14:00:00 │    7335 │
│      ARI/USDC │        2h │ spot │ 2025-04-04 00:00:00 │ 2026-01-31 08:00:00 │    3629 │
│      ARI/USDC │        4h │ spot │ 2025-04-04 00:00:00 │ 2026-01-24 20:00:00 │    1776 │
│      ARI/USDC │        8h │ spot │ 2025-04-04 00:00:00 │ 2026-01-12 00:00:00 │     850 │
│      ARI/USDC │       12h │ spot │ 2025-04-04 00:00:00 │ 2025-12-30 00:00:00 │     541 │
│      ARI/USDC │        1d │ spot │ 2025-04-04 00:00:00 │ 2025-11-21 00:00:00 │     232 │
│      ARI/USDC │        3d │ spot │ 1970-01-01 00:00:00 │ 1970-01-01 00:00:00 │       0 │
│      ARI/USDC │        1w │ spot │ 1970-01-01 00:00:00 │ 1970-01-01 00:00:00 │       0 │
│      ARI/USDC │        1M │ spot │ 1970-01-01 00:00:00 │ 1970-01-01 00:00:00 │       0 │
│      ASI/USDC │        1m │ spot │ 2025-07-19 06:36:00 │ 2026-02-01 03:50:00 │  219762 │
│      ASI/USDC │        3m │ spot │ 2025-07-12 07:57:00 │ 2026-02-01 01:15:00 │   91598 │
│      ASI/USDC │        5m │ spot │ 2025-07-05 09:20:00 │ 2026-01-31 22:40:00 │   59350 │
│      ASI/USDC │       15m │ spot │ 2025-02-08 16:30:00 │ 2026-01-31 09:45:00 │   34246 │
│      ASI/USDC │       30m │ spot │ 2024-12-18 14:30:00 │ 2026-01-30 14:30:00 │   19585 │
│      ASI/USDC │        1h │ spot │ 2024-09-05 11:00:00 │ 2026-01-29 00:00:00 │   12254 │
│      ASI/USDC │        2h │ spot │ 2024-07-09 06:00:00 │ 2026-01-25 18:00:00 │    6787 │
│      ASI/USDC │        4h │ spot │ 2024-07-09 04:00:00 │ 2026-01-19 08:00:00 │    3356 │
│      ASI/USDC │        8h │ spot │ 2024-07-09 00:00:00 │ 2026-01-06 08:00:00 │    1640 │
│      ASI/USDC │       12h │ spot │ 2024-07-09 00:00:00 │ 2025-12-24 12:00:00 │    1068 │
│      ASI/USDC │        1d │ spot │ 2024-07-09 00:00:00 │ 2025-11-16 00:00:00 │     496 │
│      ASI/USDC │        3d │ spot │ 2024-07-07 00:00:00 │ 2025-06-14 00:00:00 │     115 │
│      ASI/USDC │        1w │ spot │ 2024-07-04 00:00:00 │ 2024-08-08 00:00:00 │       6 │
